condition,target,n,R2,RMSE,MAE,NRMSE,PearsonR,SpearmanRho,CCC,TopK20,TopK30
all,glass_adhesion_kpa,632,0.7948941899980178,33.44532589956651,23.98069365341452,0.45288608943306785,0.8918722826699159,0.8966906934056648,0.8875637746934435,0.4,0.4666666666666667
