grid_value,target_index,pd_mean,pd_sd,feature,target
0.13609645828408629,0,45.28878402709961,27.822172164916992,pair_01,glass_adhesion_kpa
0.1433140040620377,0,44.51463317871094,26.979936599731445,pair_01,glass_adhesion_kpa
0.15053154983998912,0,43.829586029052734,26.26385498046875,pair_01,glass_adhesion_kpa
0.15774909561794054,0,43.18816375732422,25.667131423950195,pair_01,glass_adhesion_kpa
0.16496664139589193,0,42.59832000732422,25.20989227294922,pair_01,glass_adhesion_kpa
0.17218418717384334,0,42.08441162109375,24.889236450195312,pair_01,glass_adhesion_kpa
0.09090766645967961,0,41.238258361816406,35.892459869384766,Hydrophobic-BA,glass_adhesion_kpa
0.11645212867542318,0,41.356510162353516,35.7899169921875,Hydrophobic-BA,glass_adhesion_kpa
0.14199659089116673,0,41.54251480102539,35.64297103881836,Hydrophobic-BA,glass_adhesion_kpa
0.1675410531069103,0,41.832481384277344,35.43316650390625,Hydrophobic-BA,glass_adhesion_kpa
0.19308551532265386,0,42.28348159790039,35.13701248168945,Hydrophobic-BA,glass_adhesion_kpa
0.2186299775383974,0,42.981815338134766,34.73069381713867,Hydrophobic-BA,glass_adhesion_kpa
0.244174439754141,0,44.04023361206055,34.20503616333008,Hydrophobic-BA,glass_adhesion_kpa
0.2697189019698846,0,45.54963684082031,33.591705322265625,Hydrophobic-BA,glass_adhesion_kpa
0.2952633641856281,0,47.456661224365234,32.97787094116211,Hydrophobic-BA,glass_adhesion_kpa
0.3208078264013717,0,49.4834098815918,32.46690368652344,Hydrophobic-BA,glass_adhesion_kpa
0.34635228861711526,0,51.29166030883789,32.10716247558594,Hydrophobic-BA,glass_adhesion_kpa
0.37189675083285884,0,52.714603424072266,31.880224227905273,Hydrophobic-BA,glass_adhesion_kpa
0.39744121304860236,0,53.763389587402344,31.74395751953125,Hydrophobic-BA,glass_adhesion_kpa
0.42298567526434594,0,54.51770782470703,31.662757873535156,Hydrophobic-BA,glass_adhesion_kpa
0.4485301374800895,0,55.058258056640625,31.613420486450195,Hydrophobic-BA,glass_adhesion_kpa
0.47407459969583304,0,55.447818756103516,31.582237243652344,Hydrophobic-BA,glass_adhesion_kpa
0.4996190619115766,0,55.73128128051758,31.561418533325195,Hydrophobic-BA,glass_adhesion_kpa
0.5251635241273201,0,55.93981170654297,31.546615600585938,Hydrophobic-BA,glass_adhesion_kpa
0.5507079863430637,0,56.094905853271484,31.535398483276367,Hydrophobic-BA,glass_adhesion_kpa
0.5762524485588073,0,56.211448669433594,31.526409149169922,Hydrophobic-BA,glass_adhesion_kpa
0.0,0,46.72708511352539,33.73561096191406,pair_04,glass_adhesion_kpa
0.00425040794438437,0,46.30974578857422,33.672481536865234,pair_04,glass_adhesion_kpa
0.00850081588876874,0,45.88037109375,33.568782806396484,pair_04,glass_adhesion_kpa
