dataset,target,n,mean,std,min,max,skew,n_unique
internal,glass_adhesion_kpa,316,92.75891876220703,73.84931182861328,1.1889597177505493,353.2908630371094,0.915710985660553,296
external,glass_adhesion_kpa,25,158.16107177734375,62.51537322998047,62.22222137451172,250.9837188720703,0.015963813289999962,25
