tag,model,seed,fold,target,n_test,R2,RMSE,MAE,NRMSE,PearsonR,SpearmanRho,CCC
external_single,HistGB,1337,4,glass_adhesion_kpa,25,0.5327357019367284,42.73346833251472,29.834020993226837,0.6835673451423645,0.8379522431271346,0.8023076923076922,0.8230609053787297
external_single,MLP,1337,4,glass_adhesion_kpa,25,0.5276110172271729,42.967167584498455,32.13717269897461,0.6873056292533875,0.7519481778144836,0.7192307692307691,0.7676748200041693
external_single,Mean,20260731,0,glass_adhesion_kpa,25,-1.0838594436645508,90.24456787668719,71.59656524658203,1.4435579776763916,0.0,0.0,0.0
external_single,Ridge,20260731,0,glass_adhesion_kpa,25,0.6372787952423096,37.650724114778825,26.95334243774414,0.6022633910179138,0.8340548276901245,0.8461538461538461,0.8418285391139038
external_single,ElasticNet,20260731,0,glass_adhesion_kpa,25,0.6366263031959534,37.68457343788453,26.989734649658203,0.6028048992156982,0.8336450457572937,0.8461538461538461,0.8414584070828223
external_single,KNN,20260731,0,glass_adhesion_kpa,25,0.36598544177339487,49.77788704101645,41.56430662067626,0.7962502837181091,0.810875363785526,0.8484615384615384,0.7823216845243066
external_single,SVR-RBF,20260731,0,glass_adhesion_kpa,25,0.7420588754784292,31.75024911451538,24.918418604309625,0.5078790783882141,0.8683123556031894,0.8553846153846153,0.9010738072135309
external_single,RandomForest,20260731,0,glass_adhesion_kpa,25,0.6473945623181843,37.121998208515244,29.848666296382373,0.5938059091567993,0.8826111851265948,0.8953846153846154,0.8738726107072183
external_single,HistGB,20260731,0,glass_adhesion_kpa,25,0.6484154661054793,37.06821931581152,31.845731650057203,0.5929456353187561,0.8782806069340842,0.859780742967326,0.8844003716192066
external_single,MLP,20260731,0,glass_adhesion_kpa,25,0.5455286502838135,42.14442100301874,31.358936309814453,0.6741449236869812,0.7991215586662292,0.7353846153846154,0.8094731434887044
external_single,Mean,20260731,1,glass_adhesion_kpa,25,-1.0734572410583496,90.01904095453916,71.40872192382812,1.4399504661560059,0.0,0.0,0.0
external_single,Ridge,20260731,1,glass_adhesion_kpa,25,0.6025412082672119,39.41240163126005,30.343891143798828,0.6304433941841125,0.7976977229118347,0.7515384615384615,0.7947457367456271
external_single,ElasticNet,20260731,1,glass_adhesion_kpa,25,0.6032198071479797,39.37874176169644,30.650083541870117,0.6299049258232117,0.7938855886459351,0.7461538461538462,0.7883413165790388
external_single,KNN,20260731,1,glass_adhesion_kpa,25,0.48294465582122503,44.952656155162956,35.58901253103364,0.7190656065940857,0.8515187109989912,0.8315384615384616,0.8091276237830252
external_single,SVR-RBF,20260731,1,glass_adhesion_kpa,25,0.5299236629359263,42.861862398054406,31.719168062601394,0.6856211423873901,0.809584864102519,0.8323076923076923,0.8264482246493591
external_single,RandomForest,20260731,1,glass_adhesion_kpa,25,0.6081900723663709,39.131325644843116,31.471064149004857,0.6259472370147705,0.881313005396395,0.8807692307692306,0.8636960471539432
external_single,HistGB,20260731,1,glass_adhesion_kpa,25,0.5417522256258345,42.31915865145574,28.34136570593171,0.6769400835037231,0.7815294749289823,0.8318255615254756,0.7870763290191839
external_single,MLP,20260731,1,glass_adhesion_kpa,25,0.5195671319961548,43.33144652342568,35.08924865722656,0.6931326985359192,0.7314629554748535,0.74,0.7522837750475675
external_single,Mean,20260731,2,glass_adhesion_kpa,25,-1.1099979877471924,90.80878455062869,72.06462097167969,1.4525833129882812,,,0.0
external_single,Ridge,20260731,2,glass_adhesion_kpa,25,0.6390454769134521,37.55892018351383,27.303709030151367,0.6007949709892273,0.8357287645339966,0.8884615384615385,0.8225658073783446
external_single,ElasticNet,20260731,2,glass_adhesion_kpa,25,0.6381868124008179,37.60356791997935,27.361309051513672,0.601509153842926,0.8350561857223511,0.8807692307692306,0.8220369258985314
external_single,KNN,20260731,2,glass_adhesion_kpa,25,0.429440787601609,47.22122005012769,40.94098819870982,0.7553537487983704,0.8757630684292587,0.8407692307692308,0.8224793725133078
external_single,SVR-RBF,20260731,2,glass_adhesion_kpa,25,0.6861050097537414,35.02507185525131,25.802379546823136,0.5602633357048035,0.8373275468175775,0.8538461538461539,0.8524015048692236
external_single,RandomForest,20260731,2,glass_adhesion_kpa,25,0.5139942498205885,43.58203915503103,37.00619987346026,0.697141170501709,0.8783295386512118,0.8492307692307692,0.837601381399471
external_single,HistGB,20260731,2,glass_adhesion_kpa,25,0.36095094059021005,49.97513117115763,39.836401272955875,0.7994054555892944,0.8248964829369964,0.8115384615384615,0.7818050158178577
external_single,MLP,20260731,2,glass_adhesion_kpa,25,0.4776518940925598,45.182146823735174,32.51694107055664,0.7227365970611572,0.7417490482330322,0.7246153846153846,0.7243240089539701
external_single,Mean,20260731,3,glass_adhesion_kpa,25,-1.1163575649261475,90.9455322913116,72.17768096923828,1.4547706842422485,0.0,0.0,0.0
external_single,Ridge,20260731,3,glass_adhesion_kpa,25,0.6412481069564819,37.44414623027293,27.346113204956055,0.5989589691162109,0.8256915807723999,0.87,0.8219662309578625
external_single,ElasticNet,20260731,3,glass_adhesion_kpa,25,0.6407080888748169,37.472317256167585,27.389677047729492,0.5994096398353577,0.8252517580986023,0.8723076923076923,0.8216693642946027
external_single,KNN,20260731,3,glass_adhesion_kpa,25,0.389056626707869,48.863809469504936,40.49961646493314,0.7816286683082581,0.8528790125452598,0.7815384615384615,0.8078059585656043
external_single,SVR-RBF,20260731,3,glass_adhesion_kpa,25,0.6732252569345761,35.736423292129174,27.87662460408514,0.5716421604156494,0.8225354582060879,0.8638461538461538,0.845621400043929
external_single,RandomForest,20260731,3,glass_adhesion_kpa,25,0.6247197525570041,38.296994803462816,30.41928852003359,0.6126012206077576,0.8849157203207892,0.8523076923076923,0.8706543573675727
external_single,HistGB,20260731,3,glass_adhesion_kpa,25,0.5937358722480157,39.84658265216234,31.346564030383703,0.6373885869979858,0.8454955358079004,0.7859203838399315,0.8453511292281415
external_single,MLP,20260731,3,glass_adhesion_kpa,25,0.5975480675697327,39.659191121727225,31.034713745117188,0.6343910098075867,0.7823809385299683,0.7238461538461537,0.804228414210038
external_single,Mean,20260731,4,glass_adhesion_kpa,25,-1.0890161991119385,90.35615564686918,71.68934631347656,1.445343017578125,0.0,0.0,0.0
external_single,Ridge,20260731,4,glass_adhesion_kpa,25,0.6565800905227661,36.63528412567248,25.805391311645508,0.5860204100608826,0.8408665060997009,0.8915384615384616,0.836168127885179
external_single,ElasticNet,20260731,4,glass_adhesion_kpa,25,0.656557559967041,36.63648530719155,25.808141708374023,0.5860396027565002,0.8408412933349609,0.8915384615384616,0.8361547316336146
external_single,KNN,20260731,4,glass_adhesion_kpa,25,0.49512947389932427,44.41982585237952,37.7727820292492,0.7105424404144287,0.887096930135127,0.826923076923077,0.8490971147932149
external_single,SVR-RBF,20260731,4,glass_adhesion_kpa,25,0.7119525424746035,33.55203497518169,25.46729351379526,0.5367005467414856,0.8497021246980025,0.8653846153846154,0.86840892782494
external_single,RandomForest,20260731,4,glass_adhesion_kpa,25,0.5933947471394315,39.863308000016275,31.41741578565833,0.6376560926437378,0.8588253165223515,0.8446153846153847,0.8472719658720627
external_single,HistGB,20260731,4,glass_adhesion_kpa,25,0.4370034255157432,46.90722260117962,39.59942438396715,0.7503309845924377,0.8025654482960545,0.7628390216126207,0.7891464451651543
external_single,MLP,20260731,4,glass_adhesion_kpa,25,0.5610520839691162,41.418401813554595,30.595434188842773,0.6625314950942993,0.7775846123695374,0.7815384615384615,0.786278607318396
external_single,Mean,11,0,glass_adhesion_kpa,25,-1.0827076435089111,90.21962135879866,71.57579803466797,1.4431589841842651,0.0,0.0,0.0
external_single,Ridge,11,0,glass_adhesion_kpa,25,0.6639273166656494,36.241275553033965,26.60922622680664,0.5797178149223328,0.8323494791984558,0.8823076923076922,0.8374644091963802
external_single,ElasticNet,11,0,glass_adhesion_kpa,25,0.6619285345077515,36.34888519718486,26.762500762939453,0.5814391374588013,0.8309241533279419,0.8846153846153847,0.8361846847084561
external_single,KNN,11,0,glass_adhesion_kpa,25,0.2647138237953186,53.60620299927985,45.432979583740234,0.8574882745742798,0.8025224208831787,0.815101121675406,0.7628853865496931
external_single,SVR-RBF,11,0,glass_adhesion_kpa,25,0.5548618862329862,41.70942793307781,32.610167021745056,0.6671867370605469,0.8348090292467234,0.8423076923076923,0.8471293937959259
external_single,RandomForest,11,0,glass_adhesion_kpa,25,0.6373860146286379,37.64515743520313,30.608724523520255,0.6021744012832642,0.8782246214600028,0.8846153846153847,0.8697085620271053
external_single,HistGB,11,0,glass_adhesion_kpa,25,0.4214662187338907,47.550074773532074,36.25828888262755,0.7606140971183777,0.79872247757569,0.8561538461538462,0.7926830230019074
external_single,MLP,11,0,glass_adhesion_kpa,25,0.538127601146698,42.486196632516716,31.572874069213867,0.6796119809150696,0.7640368342399597,0.8176923076923077,0.7798182032942258
external_single,Mean,11,1,glass_adhesion_kpa,25,-1.1335647106170654,91.3144998925417,72.48194122314453,1.4606727361679077,0.0,0.0,0.0
external_single,Ridge,11,1,glass_adhesion_kpa,25,0.6355716586112976,37.73922070335946,26.839445114135742,0.6036790013313293,0.8314124941825867,0.8807692307692306,0.8253895546319647
external_single,ElasticNet,11,1,glass_adhesion_kpa,25,0.6318300366401672,37.93246079588365,27.0751895904541,0.6067700982093811,0.8288657665252686,0.8869230769230768,0.823179410840819
external_single,KNN,11,1,glass_adhesion_kpa,25,0.6169014760092753,38.69386232505544,31.08021425063344,0.6189495921134949,0.8779932428760336,0.8176923076923077,0.8649182321166423
external_single,SVR-RBF,11,1,glass_adhesion_kpa,25,0.44361510579165164,46.630976265213036,34.0939914942864,0.7459121942520142,0.7824184360600013,0.8130769230769231,0.7912501221386669
external_single,RandomForest,11,1,glass_adhesion_kpa,25,0.5090450158746953,43.80338565881528,36.62463186050774,0.7006818652153015,0.8884710982845819,0.87,0.8420099722037101
external_single,HistGB,11,1,glass_adhesion_kpa,25,0.5840127468995954,40.3205877529042,31.859243689962536,0.6449707746505737,0.868500863462716,0.8681933330296173,0.8443663734084333
external_single,MLP,11,1,glass_adhesion_kpa,25,0.5490421056747437,41.98120132450282,30.76888656616211,0.6715340614318848,0.7819223999977112,0.7723076923076923,0.7941002502314474
external_single,Mean,11,2,glass_adhesion_kpa,25,-1.090062141418457,90.37877110043597,71.70814514160156,1.445704698562622,,,0.0
external_single,Ridge,11,2,glass_adhesion_kpa,25,0.6715361475944519,35.828665022641964,25.088333129882812,0.5731176733970642,0.8523823618888855,0.9161538461538462,0.8479138006981866
external_single,ElasticNet,11,2,glass_adhesion_kpa,25,0.6714088916778564,35.83560622939321,25.098608016967773,0.5732287168502808,0.852287769317627,0.9161538461538462,0.8478496579583714
external_single,KNN,11,2,glass_adhesion_kpa,25,0.4788009907590951,45.13242129327047,36.94787193683425,0.7219411134719849,0.8668037280887766,0.8192307692307693,0.8199873871500601
external_single,SVR-RBF,11,2,glass_adhesion_kpa,25,0.7796596156414799,29.34498514843383,23.06289460669672,0.46940430998802185,0.8840169266486554,0.8707692307692307,0.9132961190509923
external_single,RandomForest,11,2,glass_adhesion_kpa,25,0.5879437428032297,40.12962481799205,32.73426649735992,0.6419160962104797,0.8883011543349968,0.8553846153846153,0.8610189966450307
external_single,HistGB,11,2,glass_adhesion_kpa,25,0.6224577362521161,38.41223971729455,30.644950307765022,0.6144446730613708,0.8642338253374967,0.8184615384615385,0.868805092360593
external_single,MLP,11,2,glass_adhesion_kpa,25,0.6090074777603149,39.0904852878429,29.462360382080078,0.6252939701080322,0.8199058771133423,0.803076923076923,0.8200192852927843
external_single,Mean,11,3,glass_adhesion_kpa,25,-1.062913417816162,89.78986971326442,71.2173843383789,1.4362846612930298,0.0,0.0,0.0
external_single,Ridge,11,3,glass_adhesion_kpa,25,0.5783112049102783,40.59596468410145,29.267196655273438,0.6493757367134094,0.8205883502960205,0.8592307692307692,0.8082591099816118
external_single,ElasticNet,11,3,glass_adhesion_kpa,25,0.574368417263031,40.78531020257554,29.4542179107666,0.6524044871330261,0.8176572322845459,0.8523076923076923,0.8060893295396652
external_single,KNN,11,3,glass_adhesion_kpa,25,0.4307647220227545,47.16640180670228,38.23135022466361,0.7544768452644348,0.8557518588620839,0.8107692307692308,0.7989128436550165
external_single,SVR-RBF,11,3,glass_adhesion_kpa,25,0.5706408468690224,40.96351405840322,32.854208933324735,0.6552550196647644,0.8357403163669027,0.8007692307692308,0.8535134867856075
external_single,RandomForest,11,3,glass_adhesion_kpa,25,0.5094816658186598,43.78390220189623,34.69533178397045,0.7003701329231262,0.8515365799057468,0.8138461538461539,0.8233829980134779
external_single,HistGB,11,3,glass_adhesion_kpa,25,0.5579520387061109,41.56440220518296,33.82708129972873,0.6648669242858887,0.8472844075655486,0.7684615384615385,0.8440737139472997
external_single,MLP,11,3,glass_adhesion_kpa,25,0.41540205478668213,47.798634631715686,35.058719635009766,0.7645900845527649,0.7727710008621216,0.733076923076923,0.7522972268393107
external_single,Mean,11,4,glass_adhesion_kpa,25,-1.1037688255310059,90.67464157635254,71.95358276367188,1.4504375457763672,0.0,0.0,0.0
external_single,Ridge,11,4,glass_adhesion_kpa,25,0.5970363616943359,39.684394871146296,30.418895721435547,0.6347941756248474,0.7864567041397095,0.7515384615384615,0.7876674540533628
external_single,ElasticNet,11,4,glass_adhesion_kpa,25,0.6027477979660034,39.402154575051476,30.462419509887695,0.6302794218063354,0.7877209782600403,0.7461538461538462,0.787934510562716
external_single,KNN,11,4,glass_adhesion_kpa,25,0.4311920100571205,47.14869610281867,40.454115716919574,0.7541936635971069,0.8571679059648828,0.8053846153846154,0.8226661873691005
external_single,SVR-RBF,11,4,glass_adhesion_kpa,25,0.6914103784126752,34.72781830801666,26.842643650235285,0.5555084347724915,0.8525765851470954,0.8561538461538462,0.8873863159826554
external_single,RandomForest,11,4,glass_adhesion_kpa,25,0.5938352539711094,39.84170865027415,31.70810292578861,0.6373105645179749,0.8635700439320401,0.8423076923076923,0.8559402585034779
external_single,HistGB,11,4,glass_adhesion_kpa,25,0.5017026178755248,44.12971731768966,35.33255460010137,0.7059018611907959,0.8065356594096379,0.8283955980639273,0.811657194767914
external_single,MLP,11,4,glass_adhesion_kpa,25,0.634529709815979,37.79313327645066,28.437084197998047,0.6045414209365845,0.8193432092666626,0.786923076923077,0.8394130647157285
external_single,Mean,99,0,glass_adhesion_kpa,25,-1.1355326175689697,91.3565997633039,72.51659393310547,1.46134614944458,,,0.0
external_single,Ridge,99,0,glass_adhesion_kpa,25,0.6180098056793213,38.63784803507113,26.985980987548828,0.6180535554885864,0.8206338286399841,0.8738461538461537,0.8120978926859856
external_single,ElasticNet,99,0,glass_adhesion_kpa,25,0.6144999861717224,38.81495155049388,27.1729679107666,0.620886504650116,0.8181677460670471,0.8730769230769231,0.8097460548645008
external_single,KNN,99,0,glass_adhesion_kpa,25,0.43131490284422347,47.143602514319255,39.92170202149679,0.754112184047699,0.877075039364392,0.8400000000000001,0.8097747881944294
external_single,SVR-RBF,99,0,glass_adhesion_kpa,25,0.6795587342113396,35.38841095920237,28.326736225259605,0.5660753846168518,0.8663088609714705,0.8707692307692307,0.894133193468754
external_single,RandomForest,99,0,glass_adhesion_kpa,25,0.5422208166764393,42.297515937393115,35.12884463265887,0.6765938401222229,0.8786114314358369,0.8692307692307691,0.8467443728313101
external_single,HistGB,99,0,glass_adhesion_kpa,25,0.5858956126905704,40.22923356336543,33.40012952977066,0.6435094475746155,0.9018657510850957,0.8603309601815798,0.8692231558624488
external_single,MLP,99,0,glass_adhesion_kpa,25,0.46267348527908325,45.825370698002814,33.34808349609375,0.7330256104469299,0.7373396754264832,0.7107692307692308,0.7391368120519421
external_single,Mean,99,1,glass_adhesion_kpa,25,-1.104475736618042,90.68987440895759,71.96620178222656,1.4506810903549194,0.0,0.0,0.0
external_single,Ridge,99,1,glass_adhesion_kpa,25,0.6420711278915405,37.40117348854595,27.76892852783203,0.5982716083526611,0.8225979208946228,0.8569230769230769,0.8266836128297463
external_single,ElasticNet,99,1,glass_adhesion_kpa,25,0.6422747373580933,37.39053195506601,27.758888244628906,0.5981014370918274,0.8227345943450928,0.8569230769230769,0.8267989785490533
external_single,KNN,99,1,glass_adhesion_kpa,25,0.4424912776940283,46.678046886280576,37.86735755474278,0.7466651201248169,0.8561461235863436,0.8061538461538461,0.80539380647978
external_single,SVR-RBF,99,1,glass_adhesion_kpa,25,0.7544530069283535,30.978055450513715,24.37255029254863,0.4955269992351532,0.8739974839221973,0.8561538461538462,0.9089950357295656
external_single,RandomForest,99,1,glass_adhesion_kpa,25,0.51952635742447,43.33328637491172,34.003205394696586,0.6931620836257935,0.8360887824782715,0.7892307692307692,0.8202528555738644
external_single,HistGB,99,1,glass_adhesion_kpa,25,0.5140074140861046,43.58144890540942,34.73761170582179,0.6971316933631897,0.8390192161445613,0.8084615384615383,0.8192349999623617
external_single,MLP,99,1,glass_adhesion_kpa,25,0.6140714883804321,38.83651663594539,30.06890869140625,0.6212314963340759,0.7988311648368835,0.7184615384615384,0.8209241058075926
external_single,Mean,99,2,glass_adhesion_kpa,25,-1.068596601486206,89.91346751530051,71.32063293457031,1.4382617473602295,0.0,0.0,0.0
external_single,Ridge,99,2,glass_adhesion_kpa,25,0.5843225121498108,40.30557262427011,30.709253311157227,0.6447305679321289,0.7851600050926208,0.7546153846153847,0.7845554850986026
external_single,ElasticNet,99,2,glass_adhesion_kpa,25,0.5844985246658325,40.29704009514455,31.24254608154297,0.6445940732955933,0.7800426483154297,0.7453846153846154,0.7727597738542094
external_single,KNN,99,2,glass_adhesion_kpa,25,0.420511992056004,47.58927287839624,39.42315154303124,0.76124107837677,0.871024186556707,0.8315384615384616,0.8101776294189963
external_single,SVR-RBF,99,2,glass_adhesion_kpa,25,0.5285776819636907,42.92318223964746,32.87344744703847,0.6866020560264587,0.8055156765119843,0.7838461538461537,0.8219523031355573
external_single,RandomForest,99,2,glass_adhesion_kpa,25,0.4791634628949686,45.11672470699961,38.575834093406414,0.7216901183128357,0.8781882861315919,0.8623076923076922,0.8322884828876094
external_single,HistGB,99,2,glass_adhesion_kpa,25,0.4181274852470327,47.68708374595188,40.32912252428422,0.762805700302124,0.8484187910561187,0.8082323673263319,0.8050923662734617
external_single,MLP,99,2,glass_adhesion_kpa,25,0.5555142760276794,41.6788520593403,31.25214385986328,0.66669762134552,0.7843119502067566,0.7192307692307691,0.7927030646403478
external_single,Mean,99,3,glass_adhesion_kpa,25,-1.0854175090789795,90.27829423596931,71.62461853027344,1.4440975189208984,0.0,0.0,0.0
external_single,Ridge,99,3,glass_adhesion_kpa,25,0.5934526920318604,39.86046983747259,30.832643508911133,0.637610673904419,0.786729097366333,0.7715384615384615,0.7777911341793227
external_single,ElasticNet,99,3,glass_adhesion_kpa,25,0.6039422750473022,39.34287348854856,31.111648559570312,0.6293311715126038,0.7870051264762878,0.7492307692307693,0.7775274731945124
external_single,KNN,99,3,glass_adhesion_kpa,25,0.5225428724001115,43.19704443867048,34.110633426092384,0.6909827589988708,0.8421535863570557,0.78,0.8340680361093192
external_single,SVR-RBF,99,3,glass_adhesion_kpa,25,0.6137262184304517,38.85388571127133,29.275139981650597,0.621509313583374,0.81184547017698,0.8192307692307693,0.8417995505517033
external_single,RandomForest,99,3,glass_adhesion_kpa,25,0.7021563754457758,34.117798260159084,25.497577444726165,0.5457504987716675,0.8766889825739104,0.8553846153846153,0.8829319984338546
external_single,HistGB,99,3,glass_adhesion_kpa,25,0.6518467071239256,36.886894727825435,27.164802312733503,0.590045154094696,0.8314196863813816,0.8051548523626904,0.8505117508945205
external_single,MLP,99,3,glass_adhesion_kpa,25,0.5316370725631714,42.783678140552325,32.30559158325195,0.6843705177307129,0.7557139992713928,0.7638461538461538,0.7580242465444258
external_single,Mean,99,4,glass_adhesion_kpa,25,-1.0791983604431152,90.14358392396127,71.51250457763672,1.4419426918029785,,,0.0
external_single,Ridge,99,4,glass_adhesion_kpa,25,0.6487624645233154,37.04992441846626,26.68731117248535,0.5926529765129089,0.8467552661895752,0.8938461538461538,0.8477013014249363
external_single,ElasticNet,99,4,glass_adhesion_kpa,25,0.648556113243103,37.06080373964014,26.702878952026367,0.5928270220756531,0.8466020822525024,0.8869230769230768,0.8475904083737672
external_single,KNN,99,4,glass_adhesion_kpa,25,0.4826011236912756,44.96758697224844,36.55630348044058,0.7193044424057007,0.8592443690952823,0.823076923076923,0.8159149534561396
external_single,SVR-RBF,99,4,glass_adhesion_kpa,25,0.7274052375412219,32.63965775702386,25.65966439902084,0.5221060514450073,0.8569276256513949,0.9,0.8764539498642118
external_single,RandomForest,99,4,glass_adhesion_kpa,25,0.5370026252014899,42.537905978814756,33.55076906286513,0.6804391145706177,0.848297195046157,0.8069230769230769,0.8293730577363316
external_single,HistGB,99,4,glass_adhesion_kpa,25,0.5802186231585458,40.504047766522795,34.69952205593171,0.6479054093360901,0.8646946801074985,0.8051548523626904,0.8570107209036464
external_single,MLP,99,4,glass_adhesion_kpa,25,0.5480042695999146,42.02947980705403,32.045310974121094,0.6723062992095947,0.801019012928009,0.733076923076923,0.8083007833312666
external_single,Mean,555,0,glass_adhesion_kpa,25,-1.100693941116333,90.60835515247753,71.8986587524414,1.449377179145813,0.0,0.0,0.0
external_single,Ridge,555,0,glass_adhesion_kpa,25,0.6251567006111145,38.27469331604762,26.985410690307617,0.6122444868087769,0.8260812163352966,0.846923076923077,0.8239162695318109
external_single,ElasticNet,555,0,glass_adhesion_kpa,25,0.624315619468689,38.31761187603962,27.028718948364258,0.6129310131072998,0.8255473971366882,0.846923076923077,0.8234713303253881
external_single,KNN,555,0,glass_adhesion_kpa,25,0.41364454620132396,47.87042984678265,38.56008771355441,0.7657385468482971,0.8534248352007263,0.8261538461538462,0.8091814978246236
external_single,SVR-RBF,555,0,glass_adhesion_kpa,25,0.6950648595977731,34.52157329626554,26.55682714857395,0.5522093176841736,0.8388638157422109,0.8861538461538463,0.8502378511757444
external_single,RandomForest,555,0,glass_adhesion_kpa,25,0.5092957391612546,43.79219936711751,34.81368575124817,0.700502872467041,0.8479104807588059,0.7969230769230768,0.8201638832319573
external_single,HistGB,555,0,glass_adhesion_kpa,25,0.5808980820691774,40.471254528147654,34.13926081161511,0.6473808884620667,0.8743994956406431,0.8082323673263319,0.8636570314208845
external_single,MLP,555,0,glass_adhesion_kpa,25,0.5025209188461304,44.093469003799896,30.789518356323242,0.7053219676017761,0.753412127494812,0.7761538461538461,0.760441301182062
external_single,Mean,555,1,glass_adhesion_kpa,25,-1.1219630241394043,91.06589411142077,72.27704620361328,1.4566960334777832,,,0.0
external_single,Ridge,555,1,glass_adhesion_kpa,25,0.632848858833313,37.87994211516746,27.912290573120117,0.6059300303459167,0.8239216804504395,0.8876923076923076,0.8143947495922572
external_single,ElasticNet,555,1,glass_adhesion_kpa,25,0.6327287554740906,37.88613536545642,27.921201705932617,0.6060290932655334,0.8238015174865723,0.8876923076923076,0.8143405447719183
external_single,KNN,555,1,glass_adhesion_kpa,25,0.5372570786221482,42.52621541226953,33.07651977076619,0.6802521347999573,0.8522592724036828,0.8592307692307692,0.8215941479626974
external_single,SVR-RBF,555,1,glass_adhesion_kpa,25,0.48713703153141874,44.770043214377885,32.257601378696016,0.7161445021629333,0.7620607172970277,0.7699999999999999,0.7906816718938285
external_single,RandomForest,555,1,glass_adhesion_kpa,25,0.5889038310041153,40.08284668116653,30.666917756257263,0.6411678791046143,0.855991479823507,0.8476923076923076,0.8385719868782175
external_single,HistGB,555,1,glass_adhesion_kpa,25,0.6238861830760034,38.3395037005701,29.6042940547971,0.6132811903953552,0.8529743173268239,0.8435637349294862,0.864047675328945
external_single,MLP,555,1,glass_adhesion_kpa,25,0.5018513202667236,44.12313397922271,32.33617401123047,0.7057965397834778,0.7608602643013,0.7415384615384616,0.7596282460666688
external_single,Mean,555,2,glass_adhesion_kpa,25,-1.091430425643921,90.40835095208296,71.73271179199219,1.4461778402328491,,,0.0
external_single,Ridge,555,2,glass_adhesion_kpa,25,0.6546350717544556,36.738884107560345,26.498388290405273,0.5876775979995728,0.8388358354568481,0.8792307692307693,0.8409673698501177
external_single,ElasticNet,555,2,glass_adhesion_kpa,25,0.6511417627334595,36.92422065919689,26.698076248168945,0.5906422734260559,0.836568295955658,0.8730769230769231,0.8389692135664342
external_single,KNN,555,2,glass_adhesion_kpa,25,0.4293809159205443,47.223697566571474,39.401532592207055,0.755393385887146,0.8650519805157167,0.7992307692307692,0.8013708031911205
external_single,SVR-RBF,555,2,glass_adhesion_kpa,25,0.6247565568287401,38.29511683683326,28.989025659741547,0.6125711798667908,0.8595040541693652,0.8423076923076923,0.8658590762023618
external_single,RandomForest,555,2,glass_adhesion_kpa,25,0.585011869822396,40.2721374198059,31.967414557214326,0.6441957354545593,0.8777013106824574,0.8330769230769232,0.8541795839668462
external_single,HistGB,555,2,glass_adhesion_kpa,25,0.48587737230614236,44.82499006712903,37.460754494251425,0.7170234322547913,0.8429807185439486,0.8184615384615385,0.8276825022369609
external_single,MLP,555,2,glass_adhesion_kpa,25,0.5163384675979614,43.47680466576762,36.313472747802734,0.6954577565193176,0.7440019249916077,0.7284615384615384,0.7540324973086102
external_single,Mean,555,3,glass_adhesion_kpa,25,-1.1185905933380127,90.9934965052448,72.21728515625,1.455538034439087,0.0,0.0,0.0
external_single,Ridge,555,3,glass_adhesion_kpa,25,0.5866527557373047,40.19244174029335,30.486494064331055,0.6429209113121033,0.7873705625534058,0.7500000000000001,0.7855566626116943
external_single,ElasticNet,555,3,glass_adhesion_kpa,25,0.5865463614463806,40.19761214874507,30.692955017089844,0.6430036425590515,0.785794198513031,0.7500000000000001,0.7837920160565461
external_single,KNN,555,3,glass_adhesion_kpa,25,0.41739205953816827,47.717209961042116,38.12629413189447,0.7632876038551331,0.8561742876975659,0.8046153846153845,0.8037671247686584
external_single,SVR-RBF,555,3,glass_adhesion_kpa,25,0.6724104112934189,35.780951730696195,25.925951308728646,0.5723544359207153,0.8334101650693728,0.8292307692307692,0.8658412670758237
external_single,RandomForest,555,3,glass_adhesion_kpa,25,0.5139154090477441,43.58557399212797,36.04064405270112,0.6971977353096008,0.8858433713828635,0.8738461538461537,0.8412460046248854
external_single,HistGB,555,3,glass_adhesion_kpa,25,0.3925786985011822,48.72275662341042,40.78987390167518,0.7793723940849304,0.8424159675826011,0.7989998224354075,0.8042729770982385
external_single,MLP,555,3,glass_adhesion_kpa,25,0.5763651132583618,40.68953407933974,29.548633575439453,0.6508724093437195,0.794153094291687,0.7446153846153846,0.807146034031777
external_single,Mean,555,4,glass_adhesion_kpa,25,-1.0408482551574707,89.30837770402617,70.81389617919922,1.4285826683044434,0.0,0.0,0.0
external_single,Ridge,555,4,glass_adhesion_kpa,25,0.6616329550743103,36.364773181138155,26.398344039916992,0.5816932916641235,0.8393192887306213,0.8846153846153847,0.8498769709172567
external_single,ElasticNet,555,4,glass_adhesion_kpa,25,0.6595242619514465,36.47790862128492,26.554946899414062,0.583503007888794,0.8379817605018616,0.8846153846153847,0.8485929688356568
external_single,KNN,555,4,glass_adhesion_kpa,25,0.3959304863281039,48.588143092228705,40.73072038448608,0.7772191166877747,0.8614853820513865,0.8061538461538461,0.8099648569354485
external_single,SVR-RBF,555,4,glass_adhesion_kpa,25,0.5824910290778231,40.39426855320848,36.650480235343295,0.6461493372917175,0.8779411942068684,0.8461538461538461,0.8778826153447215
external_single,RandomForest,555,4,glass_adhesion_kpa,25,0.5405371800962587,42.37522620665346,36.28141622095288,0.6778368949890137,0.8827902407915486,0.8584615384615385,0.8535864793985707
external_single,HistGB,555,4,glass_adhesion_kpa,25,0.5820426873149215,40.415951414504065,34.57059857495549,0.6464961767196655,0.8873646086816214,0.8576923076923076,0.8776446334882257
