tag,model,seed,fold,target,n_test,R2,RMSE,MAE,NRMSE,PearsonR,SpearmanRho,CCC
external_single,MLP,2024,1,glass_adhesion_kpa,25,0.5188045501708984,43.36582159283824,32.95614242553711,0.6936825513839722,0.7513982653617859,0.7446153846153846,0.7622937604010435
external_single,Mean,2024,2,glass_adhesion_kpa,25,-1.0464658737182617,89.43120501082103,70.91702270507812,1.4305474758148193,0.0,0.0,0.0
external_single,Ridge,2024,2,glass_adhesion_kpa,25,0.5616835355758667,41.38860030674585,30.21234703063965,0.662054717540741,0.8021224737167358,0.7492307692307693,0.8038076239642377
external_single,ElasticNet,2024,2,glass_adhesion_kpa,25,0.5638817548751831,41.284684459233034,30.118633270263672,0.6603925228118896,0.803108274936676,0.7530769230769231,0.8041494696225332
external_single,KNN,2024,2,glass_adhesion_kpa,25,0.2965166436442298,52.43409253828388,42.81737667059137,0.8387392163276672,0.8489893842119549,0.8253846153846154,0.7759516812382504
external_single,SVR-RBF,2024,2,glass_adhesion_kpa,25,0.605964293984079,39.24231608615101,29.899584877370287,0.6277226805686951,0.7866173765141466,0.793076923076923,0.8100229267946224
external_single,RandomForest,2024,2,glass_adhesion_kpa,25,0.47701130152096627,45.20984257247926,36.815995195612324,0.7231795787811279,0.8476223444880181,0.8115384615384615,0.8125720139293374
external_single,HistGB,2024,2,glass_adhesion_kpa,25,0.48301510054371166,44.94959382799662,34.336588923397045,0.7190166115760803,0.798767974214794,0.8018469235323848,0.7892407835887562
external_single,MLP,2024,2,glass_adhesion_kpa,25,0.46266818046569824,45.82559445792138,33.28437423706055,0.7330292463302612,0.7315882444381714,0.7469230769230769,0.7468081914701711
external_single,Mean,2024,3,glass_adhesion_kpa,25,-1.1051757335662842,90.70495933761009,71.97869110107422,1.4509223699569702,,,0.0
external_single,Ridge,2024,3,glass_adhesion_kpa,25,0.6589740514755249,36.50737029611281,26.2250919342041,0.583974301815033,0.8411312699317932,0.8946153846153846,0.8394144632881385
