seed,fold,epoch,train_loss,val_loss
42,0,46,0.20449568331241608,0.1760551780462265
42,0,47,0.1612064428627491,0.15614868700504303
42,0,48,0.15594980120658875,0.14853230118751526
42,0,49,0.14901708997786045,0.1436128169298172
42,0,50,0.17899025417864323,0.1428629606962204
42,0,51,0.20640287920832634,0.1646837443113327
42,0,52,0.13286521285772324,0.15286187827587128
42,0,53,0.14409523829817772,0.12465353310108185
42,0,54,0.151365602388978,0.1311260163784027
42,0,55,0.12305069342255592,0.13571324944496155
42,0,56,0.11848709732294083,0.1406976729631424
42,0,57,0.1382379923015833,0.16298487782478333
42,0,58,0.12907301634550095,0.12820248305797577
42,0,59,0.10998759791254997,0.10418874770402908
42,0,60,0.11045766528695822,0.10529639571905136
42,0,61,0.10664508678019047,0.10348772257566452
42,0,62,0.09158649854362011,0.09099051356315613
42,0,63,0.1145731769502163,0.08360844850540161
42,0,64,0.15358216501772404,0.129638671875
42,0,65,0.13124719075858593,0.11338968575000763
42,0,66,0.11755618825554848,0.09791107475757599
42,0,67,0.1080439854413271,0.11085512489080429
42,0,68,0.137613195925951,0.14931491017341614
42,0,69,0.11019147373735905,0.12902116775512695
42,0,70,0.09219803474843502,0.08943694829940796
42,0,71,0.11616974137723446,0.08565496653318405
42,0,72,0.0965433930978179,0.08852850645780563
42,0,73,0.09288834594190121,0.08573080599308014
42,0,74,0.13720133155584335,0.07912705093622208
42,0,75,0.11514236778020859,0.06657478213310242
42,0,76,0.11190994270145893,0.0921483188867569
42,0,77,0.115701574832201,0.10874955356121063
42,0,78,0.1020532064139843,0.10393226891756058
42,0,79,0.10148058645427227,0.09634095430374146
42,0,80,0.0839491318911314,0.10030682384967804
42,0,81,0.12240949459373951,0.1388886421918869
42,0,82,0.09949703514575958,0.14913101494312286
42,0,83,0.10154683981090784,0.12012846022844315
42,0,84,0.11511657945811749,0.10702388733625412
42,0,85,0.12422383017838001,0.10927889496088028
42,0,86,0.14096898771822453,0.12299369275569916
42,0,87,0.11369824968278408,0.11760271340608597
42,0,88,0.10379937291145325,0.10305562615394592
42,0,89,0.09074181877076626,0.09124778211116791
42,0,90,0.11512934975326061,0.10625585913658142
42,0,91,0.11262854561209679,0.1207573339343071
42,0,92,0.08205574937164783,0.11193182319402695
42,0,93,0.06873932760208845,0.09476973116397858
42,0,94,0.09394837822765112,0.08896079659461975
42,0,95,0.0963249709457159,0.0798952654004097
42,0,96,0.09478064719587564,0.09721850603818893
42,0,97,0.10764417797327042,0.08697350323200226
42,0,98,0.07829515263438225,0.0785258486866951
42,0,99,0.10460679046809673,0.10414063185453415
42,0,100,0.16708238050341606,0.1323014497756958
42,0,101,0.1056415718048811,0.1101267859339714
42,0,102,0.10565655492246151,0.10074674338102341
42,0,103,0.11052840016782284,0.09459410607814789
42,0,104,0.1062359381467104,0.12160926312208176
42,0,105,0.08975886926054955,0.12384893000125885
42,0,106,0.10589351318776608,0.12036571651697159
42,0,107,0.08039946109056473,0.10520744323730469
42,0,108,0.09118233434855938,0.08656737953424454
42,0,109,0.07933762017637491,0.08191970735788345
42,0,110,0.078808787278831,0.0922226756811142
42,0,111,0.09913526475429535,0.09207769483327866
42,0,112,0.12347639352083206,0.1302565485239029
42,0,113,0.09790169447660446,0.0822371244430542
42,0,114,0.12514112330973148,0.08364632725715637
42,0,115,0.08719920087605715,0.10369890183210373
42,0,116,0.08515028282999992,0.11240407824516296
42,0,117,0.0854744529351592,0.11118364334106445
42,0,118,0.09863436128944159,0.09291099011898041
42,0,119,0.09407630003988743,0.08958499133586884
42,0,120,0.09442872367799282,0.08644069731235504
42,0,121,0.08661891613155603,0.07315478473901749
42,0,122,0.07915918901562691,0.07287467271089554
42,0,123,0.08435738831758499,0.07645497471094131
42,0,124,0.08682172745466232,0.07542786747217178
42,0,125,0.07540390081703663,0.08161458373069763
42,0,126,0.11276118643581867,0.10273613035678864
42,0,127,0.07611214276403189,0.112190380692482
42,0,128,0.08639168553054333,0.11628229916095734
42,0,129,0.07271206937730312,0.10519488155841827
42,0,130,0.10287538170814514,0.09656981378793716
42,0,131,0.07232646085321903,0.0909511148929596
42,0,132,0.09090403281152248,0.09010961651802063
42,0,133,0.08282820973545313,0.08453984558582306
42,0,134,0.08955707959830761,0.08722447603940964
42,0,135,0.086854238063097,0.08058315515518188
42,0,136,0.07768021244555712,0.07868456095457077
42,0,137,0.09020069241523743,0.07775773853063583
42,0,138,0.09688820317387581,0.09232673048973083
42,0,139,0.07328037731349468,0.09008025377988815
42,0,140,0.08863683231174946,0.0784468725323677
42,0,141,0.06272371672093868,0.06918894499540329
42,0,142,0.08236435428261757,0.06781207770109177
42,0,143,0.09849465452134609,0.07179531455039978
42,0,144,0.1102360375225544,0.07735521346330643
42,0,145,0.08275831211358309,0.08340972661972046
42,0,146,0.09199578780680895,0.08385062217712402
42,0,147,0.09914296679198742,0.11324703693389893
42,0,148,0.07305486127734184,0.12110472470521927
42,0,149,0.09405314363539219,0.1143520176410675
42,0,150,0.07643039617687464,0.1059320867061615
42,1,0,0.4061238765716553,0.6192700266838074
42,1,1,0.4664488881826401,0.6146292090415955
42,1,2,0.391963467001915,0.6066620945930481
42,1,3,0.38772645592689514,0.5964444875717163
42,1,4,0.382236123085022,0.5850686430931091
42,1,5,0.31761956214904785,0.5738235116004944
42,1,6,0.2958020679652691,0.5629168748855591
42,1,7,0.3901297152042389,0.5534327030181885
42,1,8,0.4257064089179039,0.5458892583847046
42,1,9,0.4084773287177086,0.5401958227157593
42,1,10,0.3871811553835869,0.5351352691650391
42,1,11,0.27423185482621193,0.5301006436347961
42,1,12,0.40517980605363846,0.524973452091217
42,1,13,0.4178045392036438,0.5184553265571594
42,1,14,0.36289721354842186,0.5121647715568542
42,1,15,0.330579474568367,0.5045494437217712
42,1,16,0.4050443768501282,0.4962601959705353
42,1,17,0.4014413207769394,0.4879366159439087
42,1,18,0.3100781962275505,0.4790622889995575
42,1,19,0.3392445035278797,0.4703513979911804
42,1,20,0.33627651259303093,0.4581351578235626
42,1,21,0.325869619846344,0.44589853286743164
42,1,22,0.26694227382540703,0.42781898379325867
42,1,23,0.327315054833889,0.4091704487800598
42,1,24,0.2884067893028259,0.38814496994018555
42,1,25,0.31612660735845566,0.3655277192592621
42,1,26,0.29807665571570396,0.33902472257614136
42,1,27,0.26131220161914825,0.3146092891693115
42,1,28,0.2561205066740513,0.2995052635669708
42,1,29,0.262369766831398,0.31231439113616943
42,1,30,0.23914826288819313,0.2959619164466858
42,1,31,0.1939980797469616,0.2560598850250244
42,1,32,0.2324908971786499,0.2378263920545578
42,1,33,0.2214393112808466,0.1995733082294464
42,1,34,0.2331545054912567,0.24045591056346893
42,1,35,0.23288455978035927,0.30536314845085144
42,1,36,0.18669232726097107,0.233893021941185
42,1,37,0.19897498190402985,0.21133781969547272
42,1,38,0.18255491741001606,0.23157049715518951
42,1,39,0.1991942599415779,0.2992396950721741
42,1,40,0.19673114083707333,0.2058907300233841
42,1,41,0.16284099221229553,0.23338530957698822
42,1,42,0.17839280888438225,0.218093603849411
42,1,43,0.15578551962971687,0.22797158360481262
42,1,44,0.15521003678441048,0.21219395101070404
42,1,45,0.16997781209647655,0.19419114291667938
42,1,46,0.1868138574063778,0.19814564287662506
42,1,47,0.1737240944057703,0.1973010152578354
42,1,48,0.17331474646925926,0.20898626744747162
42,1,49,0.17685571126639843,0.1762964278459549
42,1,50,0.16313893720507622,0.19579479098320007
42,1,51,0.14158970303833485,0.1869029998779297
42,1,52,0.1606923546642065,0.1762358397245407
42,1,53,0.14949568547308445,0.18542777001857758
42,1,54,0.14740573801100254,0.18185468018054962
42,1,55,0.14654072746634483,0.17383499443531036
42,1,56,0.10649489983916283,0.18669237196445465
42,1,57,0.11873820796608925,0.1436993032693863
42,1,58,0.15536017157137394,0.1474991887807846
42,1,59,0.15824232064187527,0.18294915556907654
42,1,60,0.1289525330066681,0.1550268530845642
42,1,61,0.16513069346547127,0.1385105550289154
42,1,62,0.16163543239235878,0.1741030514240265
42,1,63,0.14773200266063213,0.18076877295970917
42,1,64,0.14134111069142818,0.16282552480697632
42,1,65,0.14131313376128674,0.17646735906600952
42,1,66,0.13558605127036572,0.16908051073551178
42,1,67,0.11949762515723705,0.15474042296409607
42,1,68,0.1459300685673952,0.16008871793746948
42,1,69,0.1082341093569994,0.14992664754390717
42,1,70,0.14209199883043766,0.15120670199394226
42,1,71,0.10005233436822891,0.15056182444095612
42,1,72,0.13438217714428902,0.16778376698493958
42,1,73,0.13530795834958553,0.16237299144268036
42,1,74,0.11642189510166645,0.16309413313865662
42,1,75,0.09963339008390903,0.16726265847682953
42,1,76,0.10273933596909046,0.1718931496143341
42,1,77,0.12224495224654675,0.16658295691013336
42,1,78,0.11628068052232265,0.16690969467163086
42,1,79,0.09735653176903725,0.16219741106033325
42,1,80,0.14301351457834244,0.14654935896396637
42,1,81,0.12057993933558464,0.14639027416706085
42,1,82,0.09542673267424107,0.15669450163841248
42,1,83,0.11470873840153217,0.15606871247291565
42,1,84,0.12610104121267796,0.16083379089832306
42,1,85,0.09091438353061676,0.16318900883197784
42,1,86,0.09677711687982082,0.1585932821035385
42,1,87,0.10311419330537319,0.158067524433136
42,1,88,0.10438778903335333,0.14631737768650055
42,1,89,0.10544898640364408,0.14609183371067047
42,1,90,0.12555290572345257,0.15383315086364746
42,1,91,0.07296355068683624,0.15758758783340454
42,1,92,0.08780717849731445,0.15369302034378052
42,1,93,0.08679547905921936,0.15594717860221863
42,1,94,0.09529728069901466,0.15352752804756165
42,1,95,0.09767800383269787,0.15418846905231476
42,1,96,0.11121362075209618,0.15788264572620392
42,1,97,0.11783375218510628,0.141409769654274
42,1,98,0.14118889160454273,0.1392795443534851
42,1,99,0.12878096010535955,0.1513054370880127
42,1,100,0.09353081788867712,0.1580851674079895
42,1,101,0.1456027515232563,0.15452826023101807
42,1,102,0.11857717670500278,0.15815427899360657
42,1,103,0.10647029802203178,0.15403296053409576
42,1,104,0.10621637105941772,0.14969845116138458
42,1,105,0.11653116904199123,0.14461888372898102
42,1,106,0.0924945306032896,0.14142973721027374
42,1,107,0.09583847597241402,0.1414930671453476
42,1,108,0.09506776928901672,0.14570796489715576
42,1,109,0.12135067395865917,0.1453014314174652
42,1,110,0.09722817875444889,0.14237268269062042
42,1,111,0.09690254740417004,0.14490805566310883
42,1,112,0.102369025349617,0.144847571849823
42,1,113,0.10846390761435032,0.149265855550766
42,1,114,0.1117325946688652,0.15467634797096252
42,1,115,0.08349332120269537,0.1563948094844818
42,1,116,0.08138284832239151,0.15088750422000885
42,1,117,0.1253838986158371,0.149237722158432
42,1,118,0.10740800574421883,0.1524244099855423
42,1,119,0.1088672336190939,0.1509426236152649
42,1,120,0.09508626069873571,0.148600772023201
42,1,121,0.11125129275023937,0.14718712866306305
42,1,122,0.11199618969112635,0.1522301435470581
42,1,123,0.10051529668271542,0.15495942533016205
42,1,124,0.08721358329057693,0.1576303094625473
42,1,125,0.0708699245005846,0.15957991778850555
42,1,126,0.10305673629045486,0.15501417219638824
42,1,127,0.11108680255711079,0.15097318589687347
42,1,128,0.10844751074910164,0.14698027074337006
42,1,129,0.09120472148060799,0.14086398482322693
42,1,130,0.10229176841676235,0.1402527242898941
42,1,131,0.10727566480636597,0.14101269841194153
42,1,132,0.08546736743301153,0.14290083944797516
42,1,133,0.08292081113904715,0.14201517403125763
42,1,134,0.09320041257888079,0.14666593074798584
42,1,135,0.09573991037905216,0.14834317564964294
42,1,136,0.07897365838289261,0.15163397789001465
42,1,137,0.07813216652721167,0.1552591621875763
42,1,138,0.09408381395041943,0.15729883313179016
42,1,139,0.07175470422953367,0.15579068660736084
42,1,140,0.09901444241404533,0.15506361424922943
42,1,141,0.10931629128754139,0.15222087502479553
42,1,142,0.08271127939224243,0.15417808294296265
42,1,143,0.0976507943123579,0.15511398017406464
42,1,144,0.08077859692275524,0.15834754705429077
42,1,145,0.07235430739820004,0.16041339933872223
42,1,146,0.09148010611534119,0.1600644588470459
42,1,147,0.06924836803227663,0.16209153831005096
42,1,148,0.1116597093641758,0.15708202123641968
42,1,149,0.08133929967880249,0.15580783784389496
42,1,150,0.09246972762048244,0.15865746140480042
42,2,0,0.3528786152601242,0.4684486389160156
42,2,1,0.40450964123010635,0.46719005703926086
42,2,2,0.4172416627407074,0.46476203203201294
42,2,3,0.375425823032856,0.46175944805145264
42,2,4,0.42271920293569565,0.4581966698169708
42,2,5,0.3931482136249542,0.45414772629737854
42,2,6,0.34375857561826706,0.4502984583377838
42,2,7,0.351748239248991,0.4468608796596527
42,2,8,0.40304336324334145,0.4436885714530945
42,2,9,0.37583552300930023,0.44102099537849426
42,2,10,0.3885837383568287,0.4388894736766815
42,2,11,0.3512917831540108,0.437197744846344
42,2,12,0.4035506471991539,0.4357185363769531
42,2,13,0.3266913443803787,0.43375304341316223
42,2,14,0.2907048985362053,0.4313344359397888
42,2,15,0.3048035390675068,0.42846107482910156
42,2,16,0.3296622410416603,0.42501625418663025
42,2,17,0.3317425362765789,0.422115683555603
42,2,18,0.3412439227104187,0.4192568361759186
42,2,19,0.3974429666996002,0.41500890254974365
42,2,20,0.3222186304628849,0.4088141918182373
42,2,21,0.34262655302882195,0.40053072571754456
42,2,22,0.31308000162243843,0.3920707404613495
42,2,23,0.29915110394358635,0.3804922103881836
42,2,24,0.2901918739080429,0.3644564747810364
42,2,25,0.25952306389808655,0.34782248735427856
42,2,26,0.29138604924082756,0.33390524983406067
42,2,27,0.27886462211608887,0.31789764761924744
42,2,28,0.2672210782766342,0.3139972984790802
42,2,29,0.2616337686777115,0.31408601999282837
42,2,30,0.19801179505884647,0.2768709361553192
42,2,31,0.2586047798395157,0.25967878103256226
42,2,32,0.2704227976500988,0.2608709931373596
42,2,33,0.23154017329216003,0.24387319386005402
42,2,34,0.2354477159678936,0.22483031451702118
42,2,35,0.23113498464226723,0.23530371487140656
42,2,36,0.16714199259877205,0.21560949087142944
42,2,37,0.2117663025856018,0.2137889415025711
42,2,38,0.2172100506722927,0.20117858052253723
42,2,39,0.16942407563328743,0.19124214351177216
42,2,40,0.16014910116791725,0.21207384765148163
42,2,41,0.1816903054714203,0.2028668373823166
42,2,42,0.18174228072166443,0.22614021599292755
42,2,43,0.15553083643317223,0.2124108374118805
42,2,44,0.1673114150762558,0.24917496740818024
42,2,45,0.1626516468822956,0.19767889380455017
42,2,46,0.17724526673555374,0.17690344154834747
42,2,47,0.15125180035829544,0.21739411354064941
42,2,48,0.17563690431416035,0.16540728509426117
42,2,49,0.14878394082188606,0.19464226067066193
42,2,50,0.15113453194499016,0.19927522540092468
42,2,51,0.15424403734505177,0.17693115770816803
42,2,52,0.14466548897325993,0.1653474122285843
42,2,53,0.14147894084453583,0.15849028527736664
42,2,54,0.10192903410643339,0.15580105781555176
42,2,55,0.10558560118079185,0.16903671622276306
42,2,56,0.12210566457360983,0.15396012365818024
42,2,57,0.09131219610571861,0.16310957074165344
42,2,58,0.14097965136170387,0.1678643822669983
42,2,59,0.1262570545077324,0.1410531997680664
42,2,60,0.11512601561844349,0.1405574530363083
42,2,61,0.10504148341715336,0.1809709221124649
42,2,62,0.12326187640428543,0.145913228392601
42,2,63,0.12457753904163837,0.18682141602039337
42,2,64,0.11056116037070751,0.1657673716545105
42,2,65,0.09639296680688858,0.14057840406894684
42,2,66,0.1502640452235937,0.1616910994052887
42,2,67,0.14114171266555786,0.12113884091377258
42,2,68,0.10928137600421906,0.12833549082279205
42,2,69,0.11777680180966854,0.16662773489952087
42,2,70,0.08655497804284096,0.1467321664094925
42,2,71,0.10668016411364079,0.18970145285129547
42,2,72,0.14824684709310532,0.17972280085086823
42,2,73,0.11026688292622566,0.1491173952817917
42,2,74,0.0872133057564497,0.174341082572937
42,2,75,0.1226248499006033,0.19843216240406036
42,2,76,0.13925090245902538,0.1485988348722458
42,2,77,0.09630737081170082,0.11212917417287827
42,2,78,0.11774985771626234,0.15797024965286255
42,2,79,0.1294005624949932,0.19239984452724457
42,2,80,0.1252518119290471,0.12730275094509125
42,2,81,0.09985691122710705,0.14827154576778412
42,2,82,0.08743059448897839,0.16104348003864288
42,2,83,0.099077632650733,0.13278084993362427
42,2,84,0.09831769205629826,0.14486852288246155
42,2,85,0.13741343282163143,0.1811806708574295
42,2,86,0.11422790586948395,0.14480094611644745
42,2,87,0.10860739648342133,0.13599053025245667
42,2,88,0.09496122412383556,0.15278221666812897
42,2,89,0.10326523892581463,0.13483645021915436
42,2,90,0.1119924746453762,0.13776664435863495
42,2,91,0.10290279425680637,0.15690834820270538
42,2,92,0.08365820441395044,0.16099576652050018
42,2,93,0.07551958598196507,0.16495683789253235
42,2,94,0.08339559193700552,0.1984882354736328
42,2,95,0.09041774272918701,0.17008158564567566
42,2,96,0.08859890885651112,0.15804629027843475
42,2,97,0.08570106327533722,0.17072702944278717
42,2,98,0.09601269848644733,0.14928163588047028
42,2,99,0.11769506335258484,0.16205760836601257
42,2,100,0.12029571644961834,0.16965118050575256
42,2,101,0.08818798046559095,0.16896562278270721
42,2,102,0.12611768208444118,0.19403371214866638
42,2,103,0.11134491115808487,0.1774061918258667
42,2,104,0.10173932649195194,0.15962931513786316
42,2,105,0.09307065606117249,0.13613951206207275
42,2,106,0.09834213182330132,0.15787014365196228
42,2,107,0.09254873730242252,0.19252823293209076
42,2,108,0.10102258436381817,0.14919504523277283
42,2,109,0.09498505853116512,0.13955888152122498
42,2,110,0.11115125752985477,0.14754870533943176
42,2,111,0.10347321815788746,0.160387322306633
42,2,112,0.07924763578921556,0.1663506180047989
42,2,113,0.09708508010953665,0.18219611048698425
42,2,114,0.09816259332001209,0.18645061552524567
42,2,115,0.07767414301633835,0.1605551838874817
42,2,116,0.08723712433129549,0.16006945073604584
42,2,117,0.09646992571651936,0.16515041887760162
42,2,118,0.09741817228496075,0.16879487037658691
42,2,119,0.09143215231597424,0.15760037302970886
42,2,120,0.11669513210654259,0.15708324313163757
42,2,121,0.07842065207660198,0.1651124656200409
42,2,122,0.09758912771940231,0.15947866439819336
42,2,123,0.09000939130783081,0.1625773161649704
42,2,124,0.07995096035301685,0.16698075830936432
42,2,125,0.10185560397803783,0.16907164454460144
42,2,126,0.08738968521356583,0.15669822692871094
42,2,127,0.092449015006423,0.14215807616710663
42,2,128,0.07590613979846239,0.13676385581493378
42,2,129,0.08757512923330069,0.14101912081241608
42,2,130,0.08440841175615788,0.1535421460866928
42,2,131,0.07458039559423923,0.1551099568605423
42,2,132,0.07963376678526402,0.14851851761341095
42,2,133,0.0734062334522605,0.13398978114128113
42,2,134,0.09006696753203869,0.12495078146457672
42,2,135,0.0835450105369091,0.1258966028690338
42,2,136,0.1167442062869668,0.1299176663160324
42,2,137,0.08830092754215002,0.1343030035495758
42,2,138,0.094628119841218,0.1545882672071457
42,2,139,0.07871035858988762,0.158667653799057
42,2,140,0.07411152217537165,0.15485021471977234
42,2,141,0.10288723278790712,0.1513015776872635
42,2,142,0.0828960370272398,0.14733298122882843
42,2,143,0.0937128672376275,0.1411333680152893
42,2,144,0.0733718890696764,0.13378514349460602
42,2,145,0.09141492052003741,0.13848841190338135
42,2,146,0.08963941503316164,0.1444472372531891
42,2,147,0.08083229698240757,0.13896998763084412
42,2,148,0.07653694413602352,0.1363450139760971
42,2,149,0.08607506286352873,0.1408095508813858
42,2,150,0.08950266148895025,0.1496420055627823
42,3,0,0.4049185737967491,0.46867525577545166
42,3,1,0.40012628585100174,0.4658872187137604
42,3,2,0.4596719518303871,0.4588931202888489
42,3,3,0.33993247523903847,0.4496273100376129
42,3,4,0.419494092464447,0.43880394101142883
42,3,5,0.36202506348490715,0.42855483293533325
42,3,6,0.3383517414331436,0.4179476499557495
42,3,7,0.39342737197875977,0.4076228141784668
42,3,8,0.36571186780929565,0.39994680881500244
42,3,9,0.2979716397821903,0.3940349519252777
42,3,10,0.3719192296266556,0.3901907503604889
42,3,11,0.32875795662403107,0.3874795436859131
42,3,12,0.3599012475460768,0.3839634656906128
42,3,13,0.3438432365655899,0.3823268711566925
42,3,14,0.3105565011501312,0.3816208243370056
42,3,15,0.33398907631635666,0.3806333541870117
42,3,16,0.3662760518491268,0.3784109055995941
42,3,17,0.261882271617651,0.37593087553977966
42,3,18,0.332559235394001,0.37000739574432373
42,3,19,0.35707513988018036,0.3571816086769104
42,3,20,0.25647953897714615,0.3469890058040619
42,3,21,0.26655959337949753,0.3370240330696106
42,3,22,0.29300032183527946,0.32757568359375
42,3,23,0.29960549250245094,0.3163037598133087
42,3,24,0.18456177040934563,0.31310293078422546
42,3,25,0.2918159067630768,0.31487593054771423
42,3,26,0.27358654886484146,0.3052227199077606
42,3,27,0.2784257121384144,0.2920961380004883
42,3,28,0.2863766625523567,0.27640411257743835
42,3,29,0.2155069261789322,0.2516756057739258
42,3,30,0.20972027443349361,0.24657312035560608
42,3,31,0.2735283598303795,0.2331409454345703
42,3,32,0.20042017102241516,0.22333373129367828
42,3,33,0.20356063544750214,0.21597178280353546
42,3,34,0.2175927236676216,0.21626588702201843
42,3,35,0.1952737644314766,0.2040458768606186
42,3,36,0.20526239275932312,0.2094552367925644
42,3,37,0.20974355563521385,0.1959644854068756
42,3,38,0.19573916122317314,0.18515156209468842
42,3,39,0.19339174404740334,0.18191148340702057
42,3,40,0.16784842871129513,0.17605222761631012
42,3,41,0.15779370442032814,0.17224185168743134
42,3,42,0.1853515561670065,0.19103065133094788
42,3,43,0.17917566373944283,0.2001575231552124
42,3,44,0.16397684812545776,0.1782623827457428
42,3,45,0.15376530960202217,0.1884440928697586
42,3,46,0.18932846561074257,0.17930755019187927
42,3,47,0.16909347474575043,0.1832827627658844
42,3,48,0.13238862715661526,0.1930621713399887
42,3,49,0.14341330528259277,0.18254432082176208
42,3,50,0.12775039114058018,0.17201565206050873
42,3,51,0.14460132643580437,0.17221999168395996
42,3,52,0.15004688687622547,0.17863145470619202
42,3,53,0.11069445870816708,0.17957834899425507
42,3,54,0.16211246326565742,0.16420157253742218
42,3,55,0.1593620628118515,0.16109217703342438
42,3,56,0.1335714366286993,0.16813348233699799
42,3,57,0.12310328148305416,0.19228005409240723
42,3,58,0.13772595580667257,0.17535638809204102
42,3,59,0.11925788968801498,0.16181010007858276
42,3,60,0.11455945856869221,0.1751006543636322
42,3,61,0.14227372407913208,0.1754075139760971
42,3,62,0.1382480226457119,0.16015326976776123
42,3,63,0.10397102870047092,0.17808261513710022
42,3,64,0.10414508078247309,0.16331490874290466
42,3,65,0.0976672749966383,0.1744762510061264
42,3,66,0.12794342078268528,0.16522330045700073
42,3,67,0.10364787839353085,0.15442951023578644
42,3,68,0.11529815196990967,0.14728492498397827
42,3,69,0.11205177754163742,0.156392440199852
42,3,70,0.09681747388094664,0.15883773565292358
42,3,71,0.09925669059157372,0.1530226469039917
42,3,72,0.11546049453318119,0.17372556030750275
42,3,73,0.1259686965495348,0.1761661171913147
42,3,74,0.1074383482336998,0.17339663207530975
42,3,75,0.09403601381927729,0.17668379843235016
42,3,76,0.09042443241924047,0.17566755414009094
42,3,77,0.13216782361268997,0.16898444294929504
42,3,78,0.11465133726596832,0.15721814334392548
42,3,79,0.12198483198881149,0.1602262556552887
42,3,80,0.08892740216106176,0.1529376059770584
42,3,81,0.10100117046386003,0.14641088247299194
42,3,82,0.15246322192251682,0.15118049085140228
42,3,83,0.10550625622272491,0.1425238996744156
42,3,84,0.10514056961983442,0.1542685627937317
42,3,85,0.10302437469363213,0.1651100218296051
42,3,86,0.11943673901259899,0.16383284330368042
42,3,87,0.10047246143221855,0.15982910990715027
42,3,88,0.12151666544377804,0.15262500941753387
42,3,89,0.08647734858095646,0.15363261103630066
42,3,90,0.0800207331776619,0.16254296898841858
42,3,91,0.10143769718706608,0.15702418982982635
42,3,92,0.1047280766069889,0.14798910915851593
42,3,93,0.08806081069633365,0.15558907389640808
42,3,94,0.11265772581100464,0.15252996981143951
42,3,95,0.08237142954021692,0.13631901144981384
42,3,96,0.10041849687695503,0.13449782133102417
42,3,97,0.0782509446144104,0.15476353466510773
42,3,98,0.08663037419319153,0.15142491459846497
42,3,99,0.11975903622806072,0.12835127115249634
42,3,100,0.1009838692843914,0.12468321621417999
42,3,101,0.08621201850473881,0.1426384598016739
42,3,102,0.1167681198567152,0.15579943358898163
42,3,103,0.0928384531289339,0.13950283825397491
42,3,104,0.10435818508267403,0.13749703764915466
42,3,105,0.153582951053977,0.14953331649303436
42,3,106,0.1371057629585266,0.1702328771352768
42,3,107,0.10396463237702847,0.1603299081325531
42,3,108,0.0832108948379755,0.1710273176431656
42,3,109,0.12571338191628456,0.18490637838840485
42,3,110,0.09162205923348665,0.15828679502010345
42,3,111,0.08620685059577227,0.15777617692947388
42,3,112,0.10722589865326881,0.15688928961753845
42,3,113,0.09010102041065693,0.15682901442050934
42,3,114,0.11258759256452322,0.1589030772447586
42,3,115,0.13115815818309784,0.15170392394065857
42,3,116,0.10267976112663746,0.14965835213661194
42,3,117,0.1067005842924118,0.14943242073059082
42,3,118,0.12294432707130909,0.14952701330184937
42,3,119,0.10542401112616062,0.14623625576496124
42,3,120,0.07646869588643312,0.1478762924671173
42,3,121,0.09725249744951725,0.15154904127120972
42,3,122,0.07711888942867517,0.15101638436317444
42,3,123,0.08009312488138676,0.15542371571063995
42,3,124,0.08193304482847452,0.16011390089988708
42,3,125,0.12881974037736654,0.15956637263298035
42,3,126,0.12091043405234814,0.16318106651306152
42,3,127,0.09286960400640965,0.15528087317943573
42,3,128,0.10609450563788414,0.14960762858390808
42,3,129,0.08320083562284708,0.1473744511604309
