tag,model,seed,fold,target,n_test,R2,RMSE,MAE,NRMSE,PearsonR,SpearmanRho,CCC,TopK20,TopK30
baseline,Mean,2024,4,glass_adhesion_kpa,63,-0.023956298828125,85.1607624951186,63.536434173583984,1.0119072198867798,,,0.0,0.05,0.16666666666666666
baseline,Ridge,2024,4,glass_adhesion_kpa,63,0.7707338333129883,40.29663871586407,31.02646827697754,0.47881749272346497,0.9038610458374023,0.8904089861751153,0.8738489221032206,0.85,0.8333333333333334
baseline,ElasticNet,2024,4,glass_adhesion_kpa,63,0.7701070308685303,40.35168275030485,31.166236877441406,0.4794715642929077,0.9035311937332153,0.8887288786482336,0.8733465940853653,0.85,0.8333333333333334
baseline,KNN,2024,4,glass_adhesion_kpa,63,0.8546099985151447,32.089733991253055,22.427322195358958,0.3813004195690155,0.9301743347957286,0.8962173579109064,0.9333190743933072,0.9,0.8333333333333334
baseline,SVR-RBF,2024,4,glass_adhesion_kpa,63,0.7690350763218041,40.44565389180344,28.512241039370203,0.4805881083011627,0.9246097394527737,0.929147465437788,0.8742531550409122,0.9,0.9
baseline,RandomForest,2024,4,glass_adhesion_kpa,63,0.8184765028059342,35.856283378847365,24.777315884804157,0.42605578899383545,0.9269875041614211,0.9132584485407068,0.903867966212146,0.95,0.8333333333333334
baseline,HistGB,2024,4,glass_adhesion_kpa,63,0.8020328622042592,37.44513481888179,25.608839784911346,0.44493499398231506,0.9199401485674941,0.9176747311827956,0.8951550911763474,0.85,0.8333333333333334
baseline,MLP,2024,4,glass_adhesion_kpa,63,0.7118382453918457,45.17695783838538,36.770301818847656,0.5368070006370544,0.8646946549415588,0.7488959293394778,0.8384401000020557,0.85,0.8666666666666667
baseline,Mean,7,0,glass_adhesion_kpa,64,-8.33272933959961e-05,69.93947578755149,56.24390411376953,1.0000417232513428,0.0,0.0,0.0,0.05,0.16666666666666666
baseline,Ridge,7,0,glass_adhesion_kpa,64,0.7927942872047424,31.835021075767035,24.361347198486328,0.4551985561847687,0.8922630548477173,0.8882656624398628,0.905069857312991,0.9,0.9666666666666667
baseline,ElasticNet,7,0,glass_adhesion_kpa,64,0.7933526635169983,31.79209692294317,24.297330856323242,0.4545847773551941,0.8925056457519531,0.8860220470137151,0.905319910436216,0.9,0.9666666666666667
baseline,KNN,7,0,glass_adhesion_kpa,64,0.8135018891624725,30.202402393408246,21.423571338990563,0.431854248046875,0.9079714394205003,0.9179592257838797,0.9189043761373062,0.8,0.9333333333333333
baseline,SVR-RBF,7,0,glass_adhesion_kpa,64,0.8349317572147161,28.41423938885952,19.217593775509926,0.4062859117984772,0.9146409249840781,0.9424329491568587,0.9265878191117062,0.85,0.9666666666666667
baseline,RandomForest,7,0,glass_adhesion_kpa,64,0.8288148432131123,28.935921894580392,20.21509979776658,0.41374528408050537,0.9106837645713366,0.9345802951653417,0.919206388307771,0.85,0.9333333333333333
baseline,HistGB,7,0,glass_adhesion_kpa,64,0.7589352502520655,34.33769396579718,24.22348518701424,0.49098342657089233,0.873774049550344,0.905253036380696,0.885927354982736,0.85,0.9333333333333333
baseline,MLP,7,0,glass_adhesion_kpa,64,0.7176363468170166,37.16281842436318,27.80457305908203,0.531378984451294,0.8539340496063232,0.8826337298395329,0.8633022099834858,0.8,0.8666666666666667
baseline,Mean,7,1,glass_adhesion_kpa,63,-0.0006077289581298828,79.3796443031052,60.137516021728516,1.000303864479065,,,0.0,0.0,0.16666666666666666
baseline,Ridge,7,1,glass_adhesion_kpa,63,0.7151958346366882,42.34970553136999,32.373775482177734,0.5336704254150391,0.8529398441314697,0.8269969278033795,0.833589204201642,0.9,0.8
baseline,ElasticNet,7,1,glass_adhesion_kpa,63,0.7137323617935181,42.45837374389842,32.41745376586914,0.5350398421287537,0.8519501090049744,0.826804915514593,0.8324189596042749,0.9,0.8
baseline,KNN,7,1,glass_adhesion_kpa,63,0.7764167879965884,37.522936726472125,26.971328800073362,0.4728458523750305,0.8815665809877782,0.8813364055299538,0.8848278230527887,0.8,0.8333333333333334
baseline,SVR-RBF,7,1,glass_adhesion_kpa,63,0.7688435037033399,38.153139205025795,28.037720761213148,0.48078736662864685,0.8875479590401283,0.9002016129032258,0.8691043238332479,0.8,0.8333333333333334
baseline,RandomForest,7,1,glass_adhesion_kpa,63,0.7501014700075654,39.66971462464921,28.90482401657383,0.4998985230922699,0.8684396913528332,0.854886712749616,0.8620800088328335,0.8,0.8
